alpha;gamma;epsilon;no_success;success;steps;deadline_start;deadline_end;percentage
1;0.05;1;1.4;98.6;15.2;30.33;17.328;57.1032021487
1;0.3;1;1.2;98.8;14.0;30.09;16.978;56.4046459876
1;0.6;1;2.4;97.6;12.4;30.12;15.738;52.2541229007
1;0.9;1;15.6;84.4;14.2;29.41;13.434;45.7643534024
1;1.0;1;46.4;53.6;23.6;29.93;8.618;28.6622817009
