alpha;gamma;epsilon;no_success;success;steps;deadline_start;deadline_end;percentage
0.6;1.0;0.6;63.8;36.2;23.6;29.77;5.02;16.8462063698
0.6;1.0;0.9;61.2;38.8;29.2;30.35;5.84;19.0866461471
0.6;1.0;1.0;13.4;86.6;21.0;29.31;13.486;46.0057780442
0.6;1.0;9.0;70.0;30.0;26.2;30.23;4.472;14.8285335988
0.6;1.0;99.0;67.6;32.4;22.2;29.49;3.808;12.968154271
0.6;9.0;0.05;78.0;22.0;29.0;29.29;3.418;11.6646571278
0.6;9.0;0.3;72.2;27.8;25.6;30.2;3.706;12.1845741687
0.6;9.0;0.6;57.2;42.8;28.0;29.95;5.85;19.5832884026
0.6;9.0;0.9;21.8;78.2;21.8;29.94;11.936;39.8762233946
0.6;9.0;1.0;98.8;1.2;39.0;29.9;0.242;0.804791645706
0.6;9.0;9.0;59.4;40.6;28.4;29.59;5.082;17.1699663116
0.6;9.0;99.0;64.4;35.6;30.8;29.91;4.85;16.2336592654
0.6;99.0;0.05;78.6;21.4;23.4;29.58;2.96;10.0265836424
0.6;99.0;0.3;67.6;32.4;24.6;30.67;5.172;16.8545268909
0.6;99.0;0.6;52.0;48.0;26.4;30.04;6.718;22.3483783365
0.6;99.0;0.9;20.8;79.2;15.6;29.43;12.312;41.7061348649
0.6;99.0;1.0;18.4;81.6;15.4;29.87;11.872;39.7569455478
0.6;99.0;9.0;60.6;39.4;23.0;30.1;5.302;17.5914232315
0.6;99.0;99.0;63.8;36.2;26.0;29.78;5.096;17.0971854426
0.9;0.05;0.05;75.6;24.4;26.0;29.94;3.848;12.8474760313
0.9;0.05;0.3;52.6;47.4;16.2;29.53;6.362;21.5420978134
0.9;0.05;0.6;20.0;80.0;22.2;29.48;10.934;37.1084118163
0.9;0.05;0.9;4.4;95.6;21.8;30.05;16.196;53.8880806454
0.9;0.05;1.0;74.8;25.2;25.0;29.86;3.842;12.9060163766
0.9;0.05;9.0;28.4;71.6;19.6;29.73;10.078;33.8763502735
0.9;0.05;99.0;30.2;69.8;22.6;30.06;9.464;31.4825077772
0.9;0.3;0.05;72.8;27.2;34.0;30.06;3.764;12.5139825308
0.9;0.3;0.3;54.6;45.4;19.2;29.46;5.57;18.9069290507
0.9;0.3;0.6;24.8;75.2;19.2;29.6;10.846;36.6500539628
0.9;0.3;0.9;3.8;96.2;10.2;29.64;16.202;54.6479697811
0.9;0.3;1.0;0.6;99.4;12.2;29.62;16.98;57.3486622229
0.9;0.3;9.0;35.2;64.8;21.0;29.52;9.112;30.8081376891
0.9;0.3;99.0;34.2;65.8;28.6;30.06;9.258;30.850464909
0.9;0.6;0.05;74.6;25.4;27.8;29.84;3.866;12.9572299075
0.9;0.6;0.3;56.0;44.0;27.2;29.64;6.08;20.5028744901
0.9;0.6;0.6;34.8;65.2;21.6;29.94;9.446;31.5202036488
0.9;0.6;0.9;9.4;90.6;14.6;29.57;14.552;49.3122565245
0.9;0.6;1.0;98.6;1.4;37.0;29.22;0.226;0.77265820842
0.9;0.6;9.0;40.2;59.8;25.2;29.47;8.532;28.9371969273
0.9;0.6;99.0;37.6;62.4;20.8;29.59;9.202;31.1193565699
0.9;0.9;0.05;79.8;20.2;26.0;30.27;3.076;10.1617206434
0.9;0.9;0.3;61.6;38.4;26.8;29.3;5.806;19.8245513976
0.9;0.9;0.6;49.0;51.0;22.6;29.77;6.996;23.4824158029
0.9;0.9;0.9;24.4;75.6;15.6;30.26;12.242;40.3915915673
0.9;0.9;1.0;77.4;22.6;23.2;29.48;3.25;10.8072772155
0.9;0.9;9.0;54.6;45.4;17.6;29.88;6.69;22.4113676282
0.9;0.9;99.0;51.0;49.0;23.8;29.88;6.72;22.4879460318
0.9;1.0;0.05;76.0;24.0;29.0;29.29;3.852;13.1350678356
0.9;1.0;0.3;73.0;27.0;25.0;29.8;4.086;13.7071052113
0.9;1.0;0.6;62.8;37.2;25.4;29.96;5.256;17.5215332825
0.9;1.0;0.9;64.8;35.2;22.6;29.75;5.21;17.5090839749
0.9;1.0;1.0;86.0;14.0;35.4;29.53;2.136;7.41674824484
0.9;1.0;9.0;61.0;39.0;30.0;29.7;5.146;17.3336619084
0.9;1.0;99.0;68.0;32.0;33.0;29.3;4.642;15.8479541244
0.9;9.0;0.05;80.2;19.8;30.0;29.93;3.084;10.2541431676
0.9;9.0;0.3;72.0;28.0;33.0;30.4;3.816;12.5123713516
0.9;9.0;0.6;67.4;32.6;24.4;30.17;4.794;15.8598597008
0.9;9.0;0.9;13.0;87.0;13.8;29.79;14.268;47.9276427493
0.9;9.0;1.0;60.8;39.2;21.6;29.15;5.642;19.2994783397
0.9;9.0;9.0;68.6;31.4;27.4;29.0;4.16;14.2832040036
0.9;9.0;99.0;75.4;24.6;27.8;29.42;3.056;10.3533745106
0.9;99.0;0.05;80.6;19.4;27.6;29.93;3.178;10.6092153336
0.9;99.0;0.3;77.4;22.6;29.0;29.42;2.848;9.68228529415
0.9;99.0;0.6;65.0;35.0;19.6;30.4;4.522;14.8588709429
0.9;99.0;0.9;17.4;82.6;11.6;30.13;13.254;44.0196377524
0.9;99.0;1.0;71.0;29.0;16.0;28.89;4.192;14.5175962928
0.9;99.0;9.0;68.4;31.6;19.6;29.17;4.55;15.5877650234
0.9;99.0;99.0;72.2;27.8;38.4;29.69;3.84;12.93535967
1.0;0.05;0.05;76.2;23.8;24.2;29.56;3.364;11.3509402651
1.0;0.05;0.3;52.2;47.8;22.4;29.87;6.606;22.0877274396
1.0;0.05;0.6;20.6;79.4;11.4;29.71;11.212;37.7351152047
1.0;0.05;0.9;2.6;97.4;21.0;30.27;16.906;55.8234541654
1.0;0.05;1.0;6.4;93.6;14.8;30.33;16.082;53.0560968983
1.0;0.05;9.0;30.8;69.2;22.8;29.44;9.428;32.041487224
1.0;0.05;99.0;28.6;71.4;20.2;29.75;10.034;33.7840486708
1.0;0.3;0.05;75.2;24.8;27.4;30.64;3.58;11.6113155
1.0;0.3;0.3;52.2;47.8;22.8;29.76;6.708;22.4966107401
1.0;0.3;0.6;26.0;74.0;24.4;29.45;10.79;36.5852161513
1.0;0.3;0.9;4.4;95.6;15.4;29.85;16.012;53.6457003053
1.0;0.3;1.0;0.6;99.4;14.6;29.57;17.474;59.1072553033
1.0;0.3;9.0;40.0;60.0;35.8;29.78;8.146;27.2865021632
1.0;0.3;99.0;35.8;64.2;17.6;30.26;8.816;29.1601430654
1.0;0.6;0.05;78.0;22.0;25.0;30.49;2.852;9.33554764803
1.0;0.6;0.3;61.6;38.4;28.0;29.85;5.124;17.16417882
1.0;0.6;0.6;29.2;70.8;14.8;29.24;10.078;34.4488584446
1.0;0.6;0.9;16.4;83.6;11.8;30.53;14.116;46.1647451701
1.0;0.6;1.0;1.2;98.8;9.8;30.11;17.618;58.5153752617
1.0;0.6;9.0;38.6;61.4;16.4;29.97;8.806;29.4174120694
1.0;0.6;99.0;38.8;61.2;24.0;29.89;8.444;28.2177372216
1.0;0.9;0.05;77.0;23.0;26.6;29.43;3.2;10.8801932249
1.0;0.9;0.3;66.4;33.6;24.8;29.34;4.468;15.2372623998
1.0;0.9;0.6;48.8;51.2;24.2;30.01;7.358;24.4787511489
1.0;0.9;0.9;32.0;68.0;21.6;29.52;10.522;35.4599577029
1.0;0.9;1.0;5.0;95.0;20.6;29.66;15.676;52.9641452995
1.0;0.9;9.0;55.6;44.4;27.8;29.42;5.924;20.1510861406
1.0;0.9;99.0;57.0;43.0;29.8;30.49;5.97;19.5567783428
1.0;1.0;0.05;79.8;20.2;32.0;29.76;2.98;10.039449129
1.0;1.0;0.3;72.4;27.6;17.6;29.59;4.03;13.6261953342
1.0;1.0;0.6;71.8;28.2;29.0;29.78;4.218;14.2147165234
1.0;1.0;0.9;72.2;27.8;24.4;30.38;4.104;13.4871703065
1.0;1.0;1.0;97.2;2.8;29.0;29.4;0.424;1.45557359447
1.0;1.0;9.0;71.2;28.8;31.0;29.88;3.828;12.7789883622
1.0;1.0;99.0;70.8;29.2;26.8;29.94;4.238;14.1039397931
1.0;9.0;0.05;76.6;23.4;29.4;30.51;3.382;11.0787203189
1.0;9.0;0.3;77.6;22.4;30.4;30.07;3.252;10.8011090918
1.0;9.0;0.6;76.6;23.4;22.2;29.78;3.392;11.333181184
1.0;9.0;0.9;14.6;85.4;17.8;29.98;13.72;45.7165183447
1.0;9.0;1.0;72.2;27.8;22.2;29.35;4.05;13.8092987006
1.0;9.0;9.0;72.6;27.4;27.2;29.16;3.586;12.2943660719
1.0;9.0;99.0;77.8;22.2;29.0;28.71;3.288;11.4931191449
1.0;99.0;0.05;83.0;17.0;28.0;30.05;2.388;7.99445322864
1.0;99.0;0.3;75.6;24.4;18.6;29.34;3.606;12.2752390688
1.0;99.0;0.6;76.6;23.4;28.4;29.49;3.13;10.5949683269
1.0;99.0;0.9;22.6;77.4;15.6;28.95;12.022;41.5070868142
1.0;99.0;1.0;0.8;99.2;10.4;29.73;17.222;57.9201385075
1.0;99.0;9.0;76.0;24.0;24.6;29.04;3.194;10.954797174
1.0;99.0;99.0;75.4;24.6;34.6;29.7;3.656;12.2771170341
9.0;0.05;0.05;76.0;24.0;19.8;29.89;3.404;11.4178591648
9.0;0.05;0.3;48.2;51.8;28.4;29.27;6.528;22.3036628194
9.0;0.05;0.6;20.6;79.4;18.8;30.09;10.812;35.9580394347
9.0;0.05;0.9;13.8;86.2;18.8;29.52;13.374;45.1817054767
9.0;0.05;1.0;100.0;0.0;27.0;29.9;0.0;0.0
9.0;0.05;9.0;33.4;66.6;22.4;30.05;9.188;30.5407809936
9.0;0.05;99.0;31.0;69.0;24.8;30.03;9.626;32.0608908727
9.0;0.3;0.05;76.6;23.4;24.8;30.03;3.076;10.2504382684
9.0;0.3;0.3;52.8;47.2;19.4;30.24;6.792;22.4603325502
9.0;0.3;0.6;24.2;75.8;18.4;29.25;10.576;36.1180868211
9.0;0.3;0.9;4.4;95.6;13.4;29.87;15.23;50.9917482306
9.0;0.3;1.0;99.0;1.0;31.0;30.17;0.19;0.611282943967
9.0;0.3;9.0;33.6;66.4;26.2;29.93;9.524;31.8224153149
9.0;0.3;99.0;33.2;66.8;11.8;29.7;9.09;30.5855767547
9.0;0.6;0.05;76.8;23.2;36.2;30.15;3.06;10.1491526995
9.0;0.6;0.3;55.6;44.4;27.4;29.7;5.908;19.8553977027
9.0;0.6;0.6;29.6;70.4;20.4;30.44;9.668;31.721538312
9.0;0.6;0.9;15.4;84.6;14.2;29.77;13.214;44.4509892683
9.0;0.6;1.0;2.2;97.8;10.0;30.16;17.134;56.850796829
9.0;0.6;9.0;42.4;57.6;29.8;29.83;7.812;26.189034682
9.0;0.6;99.0;35.0;65.0;27.8;30.25;9.466;31.2411809336
9.0;0.9;0.05;76.2;23.8;31.2;29.24;3.268;11.1677637244
9.0;0.9;0.3;70.2;29.8;22.2;30.26;4.432;14.649902581
9.0;0.9;0.6;44.4;55.6;18.8;29.28;7.706;26.2586185635
9.0;0.9;0.9;27.4;72.6;20.8;29.69;11.496;38.6699576693
9.0;0.9;1.0;34.0;66.0;15.6;29.56;10.318;34.8571981007
9.0;0.9;9.0;51.2;48.8;25.2;29.51;6.64;22.4699351374
9.0;0.9;99.0;53.0;47.0;21.6;29.4;6.232;21.1928451133
9.0;1.0;0.05;77.2;22.8;25.0;29.86;3.152;10.5185578698
9.0;1.0;0.3;71.6;28.4;38.0;29.73;3.862;12.97568611
9.0;1.0;0.6;69.8;30.2;27.0;29.79;4.158;13.987704341
9.0;1.0;0.9;67.0;33.0;23.4;29.74;4.676;15.7715844442
9.0;1.0;1.0;12.6;87.4;10.0;30.7;14.74;47.7906114697
9.0;1.0;9.0;67.2;32.8;26.0;29.73;4.326;14.5755388299
9.0;1.0;99.0;69.0;31.0;22.2;29.32;3.854;13.2457515358
9.0;9.0;0.05;78.6;21.4;25.4;29.4;2.914;9.90997265517
9.0;9.0;0.3;54.0;46.0;28.4;30.37;6.196;20.3287683221
9.0;9.0;0.6;25.0;75.0;17.4;29.18;10.136;34.7284116071
9.0;9.0;0.9;7.4;92.6;12.0;29.36;14.072;47.956451944
9.0;9.0;1.0;99.8;0.2;29.0;29.8;0.058;0.189233278956
9.0;9.0;9.0;31.4;68.6;17.0;30.08;9.702;32.1771588526
9.0;9.0;99.0;35.0;65.0;20.0;29.21;8.942;30.5064707345
9.0;99.0;0.05;75.6;24.4;33.0;30.15;3.876;12.8174306165
9.0;99.0;0.3;60.8;39.2;31.8;29.94;5.104;17.0684163264
9.0;99.0;0.6;23.4;76.6;16.2;30.14;10.816;35.8803208474
9.0;99.0;0.9;8.4;91.6;15.0;30.44;15.798;51.8900512988
9.0;99.0;1.0;73.4;26.6;29.4;29.88;4.06;13.5269455816
9.0;99.0;9.0;36.0;64.0;12.0;29.5;8.464;28.7053767594
9.0;99.0;99.0;38.2;61.8;21.0;29.54;8.786;29.7359785831
99.0;0.05;0.05;76.6;23.4;29.6;29.82;3.47;11.648988978
99.0;0.05;0.3;51.0;49.0;29.2;29.59;6.238;21.0817745448
99.0;0.05;0.6;21.6;78.4;24.4;29.73;11.186;37.5347480614
99.0;0.05;0.9;5.2;94.8;16.8;30.44;14.756;48.5131680553
99.0;0.05;1.0;99.6;0.4;26.0;28.81;0.062;0.219372389002
99.0;0.05;9.0;32.6;67.4;20.2;30.45;9.444;31.0151282079
99.0;0.05;99.0;34.6;65.4;26.2;29.24;8.58;29.3732598627
99.0;0.3;0.05;75.4;24.6;35.0;29.78;3.588;12.0301675144
99.0;0.3;0.3;54.6;45.4;21.2;29.58;5.948;20.0906930731
99.0;0.3;0.6;26.0;74.0;22.6;29.86;10.012;33.5492140133
99.0;0.3;0.9;10.2;89.8;15.2;29.81;14.08;47.2712217542
99.0;0.3;1.0;1.4;98.6;13.4;29.72;17.784;59.874891901
99.0;0.3;9.0;29.8;70.2;18.6;30.08;10.138;33.6712015574
99.0;0.3;99.0;33.6;66.4;16.4;29.87;9.25;30.9500757564
99.0;0.6;0.05;77.6;22.4;28.0;29.59;3.144;10.6453662277
99.0;0.6;0.3;59.4;40.6;27.0;30.32;5.276;17.3715740871
99.0;0.6;0.6;27.4;72.6;14.4;29.52;10.588;35.8180919301
99.0;0.6;0.9;8.4;91.6;10.6;30.0;15.272;50.9173887111
99.0;0.6;1.0;95.2;4.8;24.0;29.62;0.618;2.09116919302
99.0;0.6;9.0;38.6;61.4;20.0;30.01;8.64;28.7837562717
99.0;0.6;99.0;43.6;56.4;20.6;29.85;7.84;26.2401102942
99.0;0.9;0.05;75.4;24.6;22.4;28.83;3.47;12.0540622464
99.0;0.9;0.3;64.6;35.4;17.8;28.77;4.79;16.6040847655
99.0;0.9;0.6;47.6;52.4;23.8;29.13;7.184;24.6403430067
99.0;0.9;0.9;32.8;67.2;12.2;29.75;10.58;35.5146790143
99.0;0.9;1.0;66.2;33.8;23.2;29.64;5.058;17.0132254664
99.0;0.9;9.0;46.0;54.0;21.6;30.12;7.77;25.8033291866
99.0;0.9;99.0;48.8;51.2;16.4;29.94;6.582;22.0150582664
99.0;1.0;0.05;78.4;21.6;24.0;30.62;3.648;11.882778274
99.0;1.0;0.3;71.4;28.6;23.6;29.67;3.944;13.3006158758
99.0;1.0;0.6;71.4;28.6;29.0;29.91;4.404;14.6763699035
99.0;1.0;0.9;65.2;34.8;23.6;30.0;5.568;18.6196758342
99.0;1.0;1.0;77.2;22.8;19.4;29.71;3.944;13.2416825118
99.0;1.0;9.0;68.6;31.4;22.4;30.06;4.418;14.7194060365
99.0;1.0;99.0;61.4;38.6;19.4;30.23;5.236;17.3230037295
99.0;9.0;0.05;77.6;22.4;27.8;29.83;3.39;11.3771969247
99.0;9.0;0.3;54.2;45.8;34.6;30.15;6.098;20.194182983
99.0;9.0;0.6;26.0;74.0;19.2;30.08;10.482;34.8644227462
99.0;9.0;0.9;6.4;93.6;14.6;29.62;14.974;50.5029499221
99.0;9.0;1.0;100.0;0.0;30.0;30.02;0.0;0.0
99.0;9.0;9.0;31.6;68.4;24.4;30.43;9.82;32.2702636982
99.0;9.0;99.0;39.2;60.8;21.0;29.83;8.462;28.3877964711
99.0;99.0;0.05;74.6;25.4;26.2;30.33;3.592;11.8671662121
99.0;99.0;0.3;57.4;42.6;23.2;29.2;6.16;21.0949740904
99.0;99.0;0.6;28.4;71.6;22.4;29.83;10.276;34.4622858515
99.0;99.0;0.9;8.2;91.8;16.8;30.62;15.06;49.139962525
99.0;99.0;1.0;9.6;90.4;22.2;29.83;13.774;46.1892052885
99.0;99.0;9.0;33.0;67.0;15.6;29.54;9.436;31.9435605745
99.0;99.0;99.0;41.0;59.0;22.0;30.13;8.182;27.0978944548
