alpha;gamma;epsilon;no_success;success;steps;deadline_start;deadline_end;percentage
1;0.05;1;1.2;98.8;13.6;29.76;17.236;57.9068666954
1;0.3;1;2.8;97.2;13.6;29.27;16.72;57.0815425416
1;0.6;1;4.4;95.6;17.6;29.68;15.394;51.8606914363
1;0.9;1;4.8;95.2;21.4;30.09;15.89;52.8474814106
1;1.0;1;4.4;95.6;16.4;29.46;15.536;52.7209886198
