alpha;gamma;epsilon;no_success;success;steps;deadline_start;deadline_end;percentage
0.05;1.0;99.0;35.8;64.2;28.0;30.12;8.6;28.526196635
0.05;9.0;0.05;76.6;23.4;30.4;29.27;3.456;11.8394974096
0.05;9.0;0.3;59.4;40.6;26.0;30.8;5.988;19.5302538362
0.05;9.0;0.6;38.0;62.0;18.6;30.25;8.98;29.6611757699
0.05;9.0;0.9;21.4;78.6;17.0;30.03;11.68;38.881203646
0.05;9.0;1.0;30.4;69.6;19.4;30.44;10.728;35.3087069207
0.05;9.0;9.0;47.8;52.2;20.4;29.18;7.216;24.7084542146
0.05;9.0;99.0;51.2;48.8;30.2;29.92;6.786;22.6942844872
0.05;99.0;0.05;76.2;23.8;20.2;29.94;3.434;11.4572552016
0.05;99.0;0.3;57.2;42.8;28.4;29.73;5.876;19.7785329312
0.05;99.0;0.6;35.4;64.6;25.2;29.59;9.01;30.3899714188
0.05;99.0;0.9;18.0;82.0;11.0;29.24;11.81;40.4825259044
0.05;99.0;1.0;32.2;67.8;24.2;29.58;9.97;33.7372875421
0.05;99.0;9.0;43.8;56.2;19.4;30.09;8.442;28.0206865162
0.05;99.0;99.0;43.0;57.0;21.2;29.84;7.838;26.2192920425
0.3;0.05;0.05;76.4;23.6;34.8;29.99;3.428;11.4280289957
0.3;0.05;0.3;56.4;43.6;22.8;29.63;5.662;19.0954355334
0.3;0.05;0.6;20.8;79.2;18.2;30.03;11.466;38.2079533493
0.3;0.05;0.9;4.0;96.0;9.4;30.28;16.878;55.7375637978
0.3;0.05;1.0;2.4;97.6;12.6;29.54;17.37;58.732000021
0.3;0.05;9.0;33.4;66.6;23.6;29.86;8.966;30.0215856304
0.3;0.05;99.0;32.0;68.0;9.6;29.9;9.586;32.0455393265
0.3;0.3;0.05;77.0;23.0;23.0;29.85;3.426;11.494621445
0.3;0.3;0.3;53.2;46.8;15.0;30.23;6.518;21.5453505378
0.3;0.3;0.6;25.4;74.6;17.2;29.08;10.91;37.4887393603
0.3;0.3;0.9;5.0;95.0;12.4;30.45;15.848;52.0535517036
0.3;0.3;1.0;2.6;97.4;11.8;28.75;16.63;57.880847235
0.3;0.3;9.0;31.8;68.2;13.2;30.58;9.656;31.6253689629
0.3;0.3;99.0;34.0;66.0;25.6;29.88;9.198;30.7781374049
0.3;0.6;0.05;76.6;23.4;30.0;29.72;3.02;10.1375986565
0.3;0.6;0.3;58.6;41.4;25.0;29.27;5.674;19.4067701137
0.3;0.6;0.6;32.8;67.2;24.2;29.51;9.486;32.1108366711
0.3;0.6;0.9;14.2;85.8;12.2;29.65;12.942;43.6385323473
0.3;0.6;1.0;8.2;91.8;18.6;30.09;15.47;51.3429442794
0.3;0.6;9.0;41.0;59.0;22.6;30.02;8.4;27.9662136356
0.3;0.6;99.0;38.2;61.8;14.6;29.43;8.92;30.3208751577
0.3;0.9;0.05;75.2;24.8;26.2;30.13;3.81;12.6322281118
0.3;0.9;0.3;57.6;42.4;27.6;29.89;5.618;18.7338058637
0.3;0.9;0.6;35.8;64.2;19.0;29.76;9.082;30.48223408
0.3;0.9;0.9;12.0;88.0;24.8;30.18;14.29;47.440513632
0.3;0.9;1.0;4.6;95.4;12.6;29.54;15.912;53.8440464835
0.3;0.9;9.0;44.2;55.8;16.0;29.18;7.382;25.2871599999
0.3;0.9;99.0;42.8;57.2;18.0;30.53;8.396;27.4741265755
0.3;1.0;0.05;75.8;24.2;28.6;29.24;3.396;11.6240730999
0.3;1.0;0.3;71.0;29.0;27.6;29.85;3.828;12.8763685705
0.3;1.0;0.6;57.8;42.2;30.8;29.98;5.72;18.9802853644
0.3;1.0;0.9;54.4;45.6;30.8;29.83;6.796;22.7968887046
0.3;1.0;1.0;30.8;69.2;20.0;30.28;7.844;25.9431124563
0.3;1.0;9.0;67.4;32.6;30.0;29.67;4.836;16.3431199082
0.3;1.0;99.0;63.0;37.0;34.0;29.82;5.262;17.6566674931
0.3;9.0;0.05;78.4;21.6;26.0;29.71;3.032;10.2783135358
0.3;9.0;0.3;64.0;36.0;21.2;29.88;4.91;16.4205523005
0.3;9.0;0.6;48.4;51.6;20.8;29.68;6.482;21.9106811034
0.3;9.0;0.9;22.2;77.8;16.8;29.55;12.096;40.9911119442
0.3;9.0;1.0;13.8;86.2;14.4;29.6;14.674;49.5831288912
0.3;9.0;9.0;53.2;46.8;24.8;29.96;6.668;22.2393027559
0.3;9.0;99.0;58.4;41.6;16.8;29.85;5.616;18.870543851
0.3;99.0;0.05;81.8;18.2;32.0;29.29;2.74;9.35176673162
0.3;99.0;0.3;66.8;33.2;31.0;29.4;4.418;15.0330406962
0.3;99.0;0.6;47.2;52.8;36.8;29.96;7.122;23.7461299305
0.3;99.0;0.9;27.4;72.6;31.0;29.87;10.742;35.981473302
0.3;99.0;1.0;9.0;91.0;19.8;29.25;15.152;51.7857210602
0.3;99.0;9.0;52.0;48.0;21.4;30.43;6.998;22.9295505223
0.3;99.0;99.0;52.8;47.2;27.2;29.98;6.77;22.5813811376
0.6;0.05;0.05;75.6;24.4;29.2;29.57;3.218;10.8974077351
0.6;0.05;0.3;54.0;46.0;19.0;29.44;5.576;18.9418301406
0.6;0.05;0.6;20.8;79.2;17.4;30.12;11.168;37.0824225803
0.6;0.05;0.9;3.8;96.2;13.2;29.12;16.43;56.4533666281
0.6;0.05;1.0;1.4;98.6;14.0;29.55;16.848;57.022693605
0.6;0.05;9.0;26.0;74.0;23.6;29.96;10.308;34.3733648151
0.6;0.05;99.0;27.6;72.4;17.6;28.95;9.564;33.0124626377
0.6;0.3;0.05;77.4;22.6;16.8;29.64;3.066;10.3048131975
0.6;0.3;0.3;52.6;47.4;15.4;29.73;6.826;22.9851594845
0.6;0.3;0.6;26.0;74.0;25.6;30.29;10.512;34.7476683618
0.6;0.3;0.9;4.2;95.8;19.2;29.94;16.264;54.2817297149
0.6;0.3;1.0;0.6;99.4;9.2;29.13;17.398;59.7376678497
0.6;0.3;9.0;35.8;64.2;19.0;29.82;9.244;30.922679618
0.6;0.3;99.0;34.8;65.2;31.0;29.54;8.972;30.3273932129
0.6;0.6;0.05;76.8;23.2;26.0;30.01;3.686;12.2304832185
0.6;0.6;0.3;61.8;38.2;24.8;29.55;5.086;17.2534863532
0.6;0.6;0.6;35.2;64.8;20.0;30.15;9.826;32.6202692159
0.6;0.6;0.9;13.2;86.8;18.8;30.06;13.832;45.9816918914
0.6;0.6;1.0;5.4;94.6;14.4;28.92;16.212;56.0824292645
0.6;0.6;9.0;43.2;56.8;25.8;29.14;8.072;27.6525500708
0.6;0.6;99.0;44.6;55.4;19.6;29.22;7.842;26.7422302353
0.6;0.9;0.05;74.2;25.8;28.0;30.05;4.02;13.3395858525
0.6;0.9;0.3;58.2;41.8;20.0;30.34;5.914;19.5104682495
0.6;0.9;0.6;36.2;63.8;21.4;29.4;8.624;29.3376106508
0.6;0.9;0.9;14.6;85.4;16.0;29.42;13.318;45.2403424668
0.6;0.9;1.0;7.2;92.8;11.4;29.86;16.064;53.7238775884
0.6;0.9;9.0;42.8;57.2;25.2;29.95;8.432;28.1219091763
0.6;0.9;99.0;44.6;55.4;28.6;30.2;7.766;25.6808921343
0.6;1.0;0.05;77.8;22.2;25.0;30.31;2.696;8.892393297
0.6;1.0;0.3;73.4;26.6;31.8;29.75;3.92;13.1603745771
0.6;1.0;0.6;70.0;30.0;25.0;29.64;4.318;14.5639789312
0.6;1.0;0.9;53.6;46.4;18.8;29.27;6.752;23.025660159
0.6;1.0;1.0;1.6;98.4;15.0;28.91;15.94;55.1813878018
0.6;1.0;9.0;66.2;33.8;25.0;29.65;4.602;15.4934924096
0.6;1.0;99.0;66.8;33.2;22.6;29.48;4.216;14.2104255804
0.6;9.0;0.05;80.2;19.8;29.8;29.91;2.876;9.59677263767
0.6;9.0;0.3;74.4;25.6;26.8;29.46;3.992;13.5487436796
0.6;9.0;0.6;57.4;42.6;27.0;30.14;5.762;19.1349948747
0.6;9.0;0.9;26.0;74.0;22.2;29.47;10.46;35.5868835545
0.6;9.0;1.0;4.0;96.0;15.8;29.43;16.34;55.5875021695
0.6;9.0;9.0;64.8;35.2;17.4;29.76;4.862;16.3291667995
0.6;9.0;99.0;59.8;40.2;18.8;30.32;5.688;18.6873188031
0.6;99.0;0.05;78.2;21.8;23.8;29.06;3.122;10.7592260421
0.6;99.0;0.3;66.0;34.0;18.6;30.06;5.11;16.9824940873
0.6;99.0;0.6;52.6;47.4;21.4;30.58;6.784;22.2121672754
0.6;99.0;0.9;24.0;76.0;28.8;29.51;11.414;38.6275360516
0.6;99.0;1.0;7.4;92.6;13.6;30.38;16.196;53.306225481
0.6;99.0;9.0;58.2;41.8;15.4;29.8;5.284;17.7258247226
0.6;99.0;99.0;61.8;38.2;20.4;30.1;5.368;17.8822230095
0.9;0.05;0.05;78.2;21.8;32.6;30.07;3.002;10.002714486
0.9;0.05;0.3;51.2;48.8;22.4;30.22;6.778;22.4089685171
0.9;0.05;0.6;20.4;79.6;16.8;29.78;11.19;37.5927427116
0.9;0.05;0.9;3.0;97.0;9.6;29.49;16.248;55.1353157863
0.9;0.05;1.0;0.6;99.4;9.2;30.42;17.946;58.9574752669
0.9;0.05;9.0;28.4;71.6;17.0;29.99;9.654;32.2333863392
0.9;0.05;99.0;31.6;68.4;26.2;29.74;9.11;30.6933704063
0.9;0.3;0.05;77.4;22.6;30.0;30.53;3.606;11.8154223872
0.9;0.3;0.3;57.6;42.4;21.2;29.69;5.412;18.2197601869
0.9;0.3;0.6;29.4;70.6;15.0;29.59;10.3;34.7489923388
0.9;0.3;0.9;3.6;96.4;10.6;30.5;16.382;53.694168685
0.9;0.3;1.0;0.2;99.8;9.4;30.15;18.044;59.8472457048
0.9;0.3;9.0;36.4;63.6;26.4;29.92;9.078;30.337564183
0.9;0.3;99.0;35.4;64.6;17.0;29.5;9.166;31.049405611
0.9;0.6;0.05;77.4;22.6;35.4;29.66;3.098;10.4064369973
0.9;0.6;0.3;59.4;40.6;22.2;30.2;6.108;20.2024024117
0.9;0.6;0.6;31.6;68.4;16.4;29.52;9.288;31.4717212424
0.9;0.6;0.9;9.6;90.4;12.4;29.9;14.748;49.2725258869
0.9;0.6;1.0;4.0;96.0;10.8;30.26;17.254;56.9920654751
0.9;0.6;9.0;40.0;60.0;13.4;30.26;8.634;28.4629742856
0.9;0.6;99.0;42.0;58.0;27.6;29.88;8.376;28.083018251
0.9;0.9;0.05;78.4;21.6;26.6;30.21;3.144;10.4155670873
0.9;0.9;0.3;65.6;34.4;28.0;30.17;5.006;16.5761838691
0.9;0.9;0.6;39.4;60.6;21.8;29.64;8.256;27.8366741242
0.9;0.9;0.9;19.2;80.8;16.0;30.06;12.626;41.9121298379
0.9;0.9;1.0;5.8;94.2;16.4;29.43;16.582;56.317658595
0.9;0.9;9.0;50.8;49.2;26.2;29.78;6.378;21.3898210302
0.9;0.9;99.0;48.2;51.8;22.8;29.7;6.682;22.5136610103
0.9;1.0;0.05;81.0;19.0;15.0;29.86;3.016;10.1196706892
0.9;1.0;0.3;75.6;24.4;28.6;30.1;3.522;11.6799348494
0.9;1.0;0.6;59.2;40.8;25.8;29.96;5.544;18.5153343098
0.9;1.0;0.9;63.0;37.0;27.6;30.32;5.71;18.7667921488
0.9;1.0;1.0;31.2;68.8;21.2;29.73;11.614;39.1048319427
0.9;1.0;9.0;69.6;30.4;23.0;29.75;4.716;15.8321374855
0.9;1.0;99.0;65.4;34.6;29.0;29.18;4.694;16.0062588061
0.9;9.0;0.05;79.0;21.0;24.4;29.82;3.482;11.6768080959
0.9;9.0;0.3;77.4;22.6;28.0;30.07;3.562;11.8505126867
0.9;9.0;0.6;69.8;30.2;24.8;29.65;4.528;15.2830693424
0.9;9.0;0.9;25.0;75.0;22.6;30.04;11.858;39.4619847758
0.9;9.0;1.0;3.2;96.8;7.6;29.99;16.794;55.9812328586
0.9;9.0;9.0;67.6;32.4;27.2;29.65;4.86;16.3534953275
0.9;9.0;99.0;74.8;25.2;20.4;30.14;3.538;11.7531410774
0.9;99.0;0.05;76.2;23.8;26.0;30.57;3.62;11.8530434257
0.9;99.0;0.3;77.2;22.8;43.0;30.33;2.754;9.08738057871
0.9;99.0;0.6;66.4;33.6;20.8;29.91;4.784;16.0953962102
0.9;99.0;0.9;22.8;77.2;21.2;29.76;12.858;43.2428459449
0.9;99.0;1.0;3.8;96.2;13.8;29.9;17.504;58.4816990387
0.9;99.0;9.0;71.0;29.0;28.4;28.78;3.498;12.1283129644
0.9;99.0;99.0;70.8;29.2;34.0;29.89;3.958;13.2687408982
1.0;0.05;0.05;74.8;25.2;22.8;29.75;3.622;12.1180083291
1.0;0.05;0.3;56.2;43.8;19.0;29.55;5.79;19.5975072732
1.0;0.05;0.6;19.8;80.2;27.8;30.15;11.908;39.5000072597
1.0;0.05;0.9;3.0;97.0;13.4;29.73;16.084;54.0486753472
1.0;0.05;1.0;0.6;99.4;14.8;29.46;16.9;57.3648456253
1.0;0.05;9.0;33.4;66.6;25.2;30.13;8.842;29.3874274421
1.0;0.05;99.0;32.4;67.6;24.8;29.86;9.046;30.321900978
1.0;0.3;0.05;77.2;22.8;28.8;29.3;3.23;10.9961588838
1.0;0.3;0.3;57.6;42.4;29.6;30.64;5.874;19.1561304769
1.0;0.3;0.6;25.8;74.2;19.4;29.87;10.358;34.6673075273
1.0;0.3;0.9;6.2;93.8;11.6;29.63;15.948;53.8253395473
1.0;0.3;1.0;0.6;99.4;11.2;30.51;18.658;61.1426783142
1.0;0.3;9.0;35.6;64.4;17.0;29.58;8.628;29.2498799074
1.0;0.3;99.0;35.0;65.0;21.6;29.98;9.142;30.4834769978
1.0;0.6;0.05;78.2;21.8;40.0;29.79;3.588;11.983222529
1.0;0.6;0.3;60.0;40.0;23.8;29.24;5.732;19.6403690208
1.0;0.6;0.6;34.2;65.8;24.0;29.98;9.66;32.2151358433
1.0;0.6;0.9;7.6;92.4;16.4;29.57;14.854;50.2644285906
1.0;0.6;1.0;1.0;99.0;11.4;29.67;16.924;57.0418290242
1.0;0.6;9.0;42.6;57.4;25.4;29.78;7.646;25.6410130461
1.0;0.6;99.0;43.0;57.0;24.4;28.74;7.702;26.7950430319
1.0;0.9;0.05;80.4;19.6;18.8;30.12;2.852;9.43835230066
1.0;0.9;0.3;62.6;37.4;24.4;30.31;5.488;18.1095690003
1.0;0.9;0.6;47.0;53.0;20.6;30.3;6.986;23.0504733693
1.0;0.9;0.9;22.0;78.0;14.4;29.12;12.278;42.1790042197
1.0;0.9;1.0;5.8;94.2;14.6;30.21;16.328;53.9872303603
1.0;0.9;9.0;55.0;45.0;23.2;29.43;6.222;21.1526402368
1.0;0.9;99.0;51.2;48.8;18.2;29.66;7.122;23.9812792112
1.0;1.0;0.05;75.6;24.4;31.8;29.88;3.54;11.8515612624
1.0;1.0;0.3;72.6;27.4;33.0;29.91;3.956;13.2256860697
1.0;1.0;0.6;65.6;34.4;22.8;30.11;5.302;17.6669983934
1.0;1.0;0.9;67.8;32.2;27.0;29.64;4.444;15.0042100342
1.0;1.0;1.0;1.6;98.4;9.6;29.76;16.708;56.1814771585
1.0;1.0;9.0;76.0;24.0;28.0;29.48;3.768;12.745400231
1.0;1.0;99.0;66.4;33.6;29.8;30.18;4.918;16.3012725518
1.0;9.0;0.05;79.0;21.0;23.0;29.57;2.696;9.08957914998
1.0;9.0;0.3;82.6;17.4;15.6;29.31;2.806;9.55028974197
1.0;9.0;0.6;75.2;24.8;22.8;30.14;3.728;12.3482010104
1.0;9.0;0.9;22.0;78.0;13.0;29.4;12.282;41.8307734216
1.0;9.0;1.0;4.0;96.0;9.4;29.46;16.99;57.7153823819
1.0;9.0;9.0;73.2;26.8;19.6;29.92;4.148;13.8605082036
1.0;9.0;99.0;74.2;25.8;23.8;29.93;3.98;13.284423422
1.0;99.0;0.05;81.6;18.4;23.6;28.78;2.974;10.313822523
1.0;99.0;0.3;76.0;24.0;22.2;29.71;3.628;12.2041548591
1.0;99.0;0.6;73.6;26.4;24.0;29.12;3.298;11.293662243
1.0;99.0;0.9;22.0;78.0;19.0;29.65;12.406;41.8235361297
1.0;99.0;1.0;2.0;98.0;10.8;30.19;17.84;59.0862433473
1.0;99.0;9.0;72.6;27.4;21.8;30.29;4.388;14.4985094232
1.0;99.0;99.0;73.0;27.0;21.8;30.12;3.644;12.0922821201
9.0;0.05;0.05;77.0;23.0;25.4;30.11;3.384;11.2487888904
9.0;0.05;0.3;55.0;45.0;23.8;29.45;5.876;19.8816157212
9.0;0.05;0.6;18.8;81.2;21.4;29.71;11.218;37.7005558518
9.0;0.05;0.9;3.8;96.2;14.8;29.85;15.722;52.6566745569
9.0;0.05;1.0;4.2;95.8;12.8;29.5;16.678;56.5516477866
9.0;0.05;9.0;29.8;70.2;22.2;30.09;9.344;31.0609645114
9.0;0.05;99.0;31.2;68.8;20.8;29.62;9.036;30.4541609327
9.0;0.3;0.05;76.8;23.2;29.0;29.39;3.346;11.3342420873
9.0;0.3;0.3;55.4;44.6;36.2;30.09;5.846;19.4112910726
9.0;0.3;0.6;25.8;74.2;22.0;30.08;10.344;34.4018834118
9.0;0.3;0.9;7.0;93.0;11.2;29.82;15.11;50.7021534105
9.0;0.3;1.0;3.8;96.2;12.0;29.6;16.528;55.8838769846
9.0;0.3;9.0;37.8;62.2;22.6;29.77;8.59;28.8460916049
9.0;0.3;99.0;37.4;62.6;19.0;29.19;8.502;29.1068639216
9.0;0.6;0.05;78.4;21.6;29.0;29.34;2.91;9.90391328946
9.0;0.6;0.3;63.4;36.6;18.6;29.34;4.57;15.5288331116
9.0;0.6;0.6;34.0;66.0;21.6;29.58;9.394;31.7650452233
9.0;0.6;0.9;13.4;86.6;8.6;29.75;13.632;45.8461162822
9.0;0.6;1.0;9.2;90.8;12.6;29.71;15.71;52.9037098112
9.0;0.6;9.0;44.4;55.6;31.8;29.88;8.014;26.8175224437
9.0;0.6;99.0;46.2;53.8;24.0;30.12;7.79;25.8943657508
9.0;0.9;0.05;74.8;25.2;27.0;30.15;3.762;12.4900513625
9.0;0.9;0.3;69.2;30.8;26.8;29.29;4.392;14.9915261704
9.0;0.9;0.6;41.6;58.4;20.0;30.21;8.664;28.6341881983
9.0;0.9;0.9;18.8;81.2;32.6;29.98;12.466;41.5438321449
9.0;0.9;1.0;8.6;91.4;11.4;29.45;15.022;50.9964754125
9.0;0.9;9.0;46.6;53.4;21.8;29.61;7.502;25.3533749605
9.0;0.9;99.0;51.4;48.6;43.0;29.92;6.76;22.548768692
9.0;1.0;0.05;79.6;20.4;27.4;30.07;3.43;11.4058582138
9.0;1.0;0.3;70.2;29.8;29.0;30.15;4.382;14.540327503
9.0;1.0;0.6;67.2;32.8;22.2;29.57;4.634;15.7157969149
9.0;1.0;0.9;53.6;46.4;21.2;29.65;7.486;25.130462629
9.0;1.0;1.0;6.0;94.0;16.0;29.14;15.778;54.0940679134
9.0;1.0;9.0;63.6;36.4;24.4;29.75;5.298;17.8050100791
9.0;1.0;99.0;67.8;32.2;23.2;29.42;4.218;14.2998553018
9.0;9.0;0.05;77.0;23.0;29.0;29.57;3.462;11.7559600267
9.0;9.0;0.3;57.6;42.4;20.4;29.76;5.492;18.4344223591
9.0;9.0;0.6;27.4;72.6;19.2;30.11;10.296;34.171638473
9.0;9.0;0.9;6.6;93.4;13.4;29.73;15.642;52.5605752439
9.0;9.0;1.0;3.8;96.2;12.2;29.78;16.71;56.1315598646
9.0;9.0;9.0;34.6;65.4;19.4;29.46;9.058;30.7258290749
9.0;9.0;99.0;37.0;63.0;19.6;29.48;8.612;29.1501365971
9.0;99.0;0.05;75.2;24.8;31.0;29.99;3.766;12.5661854364
9.0;99.0;0.3;59.8;40.2;29.0;29.67;5.56;18.7336215297
9.0;99.0;0.6;25.4;74.6;22.8;29.99;11.372;37.9061134704
9.0;99.0;0.9;6.6;93.4;11.8;29.44;15.412;52.4431749146
9.0;99.0;1.0;4.0;96.0;9.0;30.08;16.194;53.8157479169
9.0;99.0;9.0;37.8;62.2;22.8;30.05;8.52;28.407407779
9.0;99.0;99.0;38.6;61.4;17.4;29.59;8.368;28.257846109
99.0;0.05;0.05;78.2;21.8;27.6;29.65;3.048;10.3054336899
99.0;0.05;0.3;55.0;45.0;19.2;29.03;5.238;18.0410971101
99.0;0.05;0.6;25.4;74.6;26.0;29.26;9.8;33.6360603664
99.0;0.05;0.9;4.8;95.2;17.0;29.99;15.994;53.3566351061
99.0;0.05;1.0;2.4;97.6;9.0;29.84;17.02;57.0329625542
99.0;0.05;9.0;31.2;68.8;34.2;29.1;9.65;33.1538292039
99.0;0.05;99.0;32.0;68.0;17.2;30.03;9.416;31.3682226825
99.0;0.3;0.05;76.4;23.6;23.2;29.51;3.148;10.6588904637
99.0;0.3;0.3;56.4;43.6;33.4;30.19;5.894;19.5521670657
99.0;0.3;0.6;24.4;75.6;13.8;29.72;10.448;35.1277755271
99.0;0.3;0.9;6.2;93.8;16.0;30.54;15.402;50.450592437
99.0;0.3;1.0;2.6;97.4;14.6;29.67;17.164;57.8213997183
99.0;0.3;9.0;33.2;66.8;24.2;29.63;8.894;30.0085996093
99.0;0.3;99.0;37.0;63.0;25.0;30.46;8.796;28.8635427006
99.0;0.6;0.05;78.2;21.8;22.0;29.49;3.358;11.2967481225
99.0;0.6;0.3;61.6;38.4;37.0;29.29;4.736;16.1604585308
99.0;0.6;0.6;35.6;64.4;22.8;29.58;9.446;31.9467935074
99.0;0.6;0.9;12.0;88.0;15.4;29.95;13.59;45.3001019641
99.0;0.6;1.0;4.4;95.6;11.8;30.01;16.158;53.8769356174
99.0;0.6;9.0;45.2;54.8;19.0;29.8;7.396;24.7889727458
99.0;0.6;99.0;43.4;56.6;27.6;29.95;7.484;24.9901906522
99.0;0.9;0.05;73.8;26.2;22.4;29.77;3.456;11.5818941173
99.0;0.9;0.3;59.4;40.6;22.6;29.78;5.208;17.5251920019
99.0;0.9;0.6;42.8;57.2;26.0;29.3;7.91;26.9398757065
99.0;0.9;0.9;15.4;84.6;16.4;29.24;13.244;45.2922942468
99.0;0.9;1.0;5.0;95.0;15.6;30.18;16.522;54.7277328385
99.0;0.9;9.0;48.2;51.8;21.8;29.14;6.964;23.8459464771
99.0;0.9;99.0;46.2;53.8;16.6;29.43;6.928;23.5579853639
99.0;1.0;0.05;76.2;23.8;26.2;29.92;3.514;11.7453523438
99.0;1.0;0.3;69.6;30.4;33.0;30.38;4.362;14.2728566602
99.0;1.0;0.6;70.2;29.8;21.6;29.94;4.446;14.855776846
99.0;1.0;0.9;62.6;37.4;26.8;29.27;5.334;18.1625299966
99.0;1.0;1.0;2.0;98.0;15.6;29.76;15.08;50.6817732605
99.0;1.0;9.0;68.2;31.8;18.6;30.21;4.332;14.3712261952
99.0;1.0;99.0;64.0;36.0;27.2;30.21;4.978;16.5519006876
99.0;9.0;0.05;75.6;24.4;22.8;29.49;3.408;11.5193178796
99.0;9.0;0.3;55.6;44.4;29.0;29.55;5.726;19.3999613813
99.0;9.0;0.6;25.2;74.8;18.6;29.75;9.834;33.0246959289
99.0;9.0;0.9;5.0;95.0;14.4;30.74;16.16;52.6327937771
99.0;9.0;1.0;3.4;96.6;14.4;29.48;16.318;55.3523683073
99.0;9.0;9.0;37.8;62.2;18.8;30.05;8.93;29.6910372485
99.0;9.0;99.0;37.8;62.2;22.4;30.43;8.478;27.8367015979
99.0;99.0;0.05;78.8;21.2;35.0;29.22;3.656;12.5353876835
99.0;99.0;0.3;58.4;41.6;28.0;29.48;5.722;19.4150862651
99.0;99.0;0.6;28.8;71.2;21.8;29.62;10.052;33.8717619934
99.0;99.0;0.9;7.2;92.8;13.4;29.11;15.454;53.0803318091
99.0;99.0;1.0;3.4;96.6;11.2;29.34;17.23;58.6949195743
99.0;99.0;9.0;39.6;60.4;24.2;29.5;8.006;27.1400065153
99.0;99.0;99.0;38.4;61.6;24.8;29.57;8.656;29.2752998323
